Cleaned_Tweets,IsFake
This is something special,0
The course of civilization is not always upward,0
TRUE,0
Mechazilla loads Starship on launchpad,1
10.69 is in limited release for a reason. Please do not ask to be included in early beta releases and then complain.,1
!!,1
"So spam prevalence *was* shared with the board, but the board chose not disclose that to the public …",1
Important thread,0
In case anyone feels like buying a fine whistle …,1
Yet another “verified”,1
You’re waking up in the morning!?,0
Neuralink progress update show &amp; tell on October 31 st (Halloween),1
"2 main goals this year: - Starship to orbit- FSD wide releaseMany other things, of course, but those are the 2 giant kahunas. Will require insane work by many super talented people, but, if anyone can do it, they can. It is an honor to work with such awesome human beings.",1
It is the fastest way to get between one downtown and another with known physics (and the Standard Model is proving quiet resilient)!,1
Would be cool to do a (much simplified) Hyperloop demo tunnel between maybe Austin &amp; San Antonio?,1
Now  tunnels are in active use in Vegas. Try it if you’re in town. Will be expanding to connect all major destinations in Vegas plus airport.,0
Funny how there are often simultaneous reactions saying “it’s impossible” and “it was already done 3000 years ago”,1
"Glad it’s working out! Thanks for giving us this tough case to solve. That’s what field testing is all about.This early version of 10.69 is being extra cautious, so waits for a moderately big gap in traffic to cross. Upcoming releases will do better in heavy traffic.",1
Just wanted to emphasize again that our awesome Tesla software/AI team is who really deserves the credit. The talent level at Tesla is incredible.,0
"Note, you can upgrade your existing car to FSD in 2 mins via the Tesla app",0
"After wide release of FSD Beta 10.69.2, price of FSD will rise to $15k in North America on September 5th. Current price will be honored for orders made before Sept 5th, but delivered later.",0
FSD Beta 10.69 started rolling out to Tesla owners last night. This build is a big step forward!10.69.1 probably end of week with wider release.1069.2 in a few weeks should be good enough to provide to all FSD Beta participants.,0
"Tesla Autopilot/AI team did great work with 10.69! Some point releases needed for polish, so 10.69.2 should really shine.",1
Worth hearing about Tesla Autopilot software/AI progress,1
"As mentioned previously, this is a major release, so we need to be cautious. Goes out to ~1000 Beta participants later today.",0
Might need a new PO Box after tweeting this ,0
"Nice letter from Bill Nix, who would’ve been my prof at Stanford if I hadn’t put grad studies on (permanent) deferment",1
"Each fairing half is a fully capable reentry vehicle with its own thrusters, thermal protection, avionics &amp; sensor suite",0
Free Willy was never free ,0
Still so grateful ,1
"There are many major code changes, so this will be an extra cautious rollout.Releasing on 8/20 to ~1000 Tesla owners, then 10.69.1 next week to accommodate feedback &amp; release to ~10k customers, then 10.69.2 week after &amp; release to rest of FSD Beta.",1
Entropy,1
Those are the questions that Twitter is doing everything possible to avoid answering …,1
"Modifying your car after delivery is legal in America, so yes ",1
"That said, we will add autoconfigure to side mirrors",1
Side mirrors cause ~5% range reduction at highway speed,0
"Yes, but side mirrors won’t be needed in a self-driving future",1
"For some reason, I just agree with that guy so much!",1
 This Magic Moment ,1
*shall,1
I will seek out one of these “Mars Bars” tomorrow!,1
Being a Mom is just as important as any career,1
Highly Recommend,1
"Mercury, the forbidden candy",1
Yes,1
Almost all of Earth’s energy comes from the sun already – we would be a dark iceball at near absolute zero if not for the sun. And essentially the entire ecosystem is solar-powered.Civilization uses a tiny amount of energy by comparison. Not hard to generate from wind/solar.,1
"Although, if it were any team, it would be Man U. They were my fav team as a kid.",0
no u,0
Standup is my side-hustle,0
"And I’m not buying Coca-Cola to put the cocaine back in, despite the extreme popularity of such a move",0
"No, this is a long-running joke on Twitter. I’m not buying any sports teams.",0
Got to build those YouTube subscriptions!,1
"Note, we are trying to reduce delivery times as quickly as possible. Long wait times are not a good thing.",1
"Yeah, that’s what I mean",1
"Also, I’m buying Manchester United ur welcome",1
The downside of elf ear surgery probably outweighs the upside,1
"To be clear, I support the left half of the Republican Party and the right half of the Democratic Party!",1
Reasonably accurate translation,1
 ok we’ll turn it on,1
Yes. Tesla Autopilot/AI team is doing amazing work! 10.69 will be worth its name.,0
Strange that this receives very little attention in the media,1
400k from one border crossing in less than a year?,1
Congrats Giga Shanghai on making millionth car! Total Teslas made now over 3M.,1
Production is a much bigger challenge than demand,0
I hope there is a self-sustaining city on Mars in 20 years!,1
Just Read The Instructions,1
20-Aug,1
10.69 is ,1
Ahem,0
Would be pretty wild if a “car company” made the most powerful supercomputer on Earth …,0
We’ll phase in Dojo. Won’t need to buy as many incremental GPUs next year.,1
Waitlist is too long. Will enable again as we ramp production.,1
Adding the 13 inner engines,0
Yikes,0
Yes,0
Another orbital plane of polar satellites,1
There are no coincidences,1
!!,1
it’s a sticky situation,1
They had a good run! Humanity has a long way to go to equal their time on Earth.,1
This will be Mars one day,1
but have u seen my sex tape,1
About to attempt long duration engine firing to test autogenous pressurization,1
Starship B7 static fire,0
True. I already get audited every year by default.,1
I think the approved language these days is “height-challenged sellers”,1
Fate  Irony,0
deep thot,1
"Thanks, but I already have one",1
cgi irl,0
Payola,1
Yup,1
Because Tesla doesn’t advertise and other car companies do,1
From Real Scam O’Dowd,0
"“The Guardian” swallows scam video hook, line &amp; sinker!",0
8 years ago,1
Coming soon. Part 3 is about scaling sustainable energy at a civilizational level to enable a bright future for Earth.,0
"Tesla 500 mile range Semi Truck starts shipping this year, Cybertruck next year",1
Wrote this 6 years ago,1
TRUE,1
Quite the day,1
Yes,1
"Yes. In the (hopefully unlikely) event that Twitter forces this deal to close *and* some equity partners don’t come through, it is important to avoid an emergency sale of Tesla stock.",1
Tesla Fremont team is kicking a**!,1
SpaceX Falcon team is ,1
Happens to almost everyone,1
"Growing at 50%/year requires an insane amount of work, but is achievable with outstanding execution",0
Maybe investment in automation?,1
Seems high,1
This release will be big,0
Twitter has spoken …,0
FSD Beta 10.69 drops on 8/20,0
"Yeah, not cool",1
Saxon James Musk,0
Less than 5% of Twitter daily users are fake/spam,1
I hereby challenge  to a public debate about the Twitter bot percentage. Let him prove to the public that Twitter has &lt;5% fake or spam daily users!,1
So it seems,0
"Good question, why aren’t they?",1
Somehow I have 54 followers,0
"Good summary of the problem. If Twitter simply provides their method of sampling 100 accounts and how they’re confirmed to be real, the deal should proceed on original terms.However, if it turns out that their SEC filings are materially false, then it should not.",0
I love the smell of hydraulic fluid in the morning,0
At launch pad,1
Moving rocket to launch pad,1
Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,1
Full Send Podcast,0
Thank goodness for Senator Manchin,1
I had more kids in Q2 than they made cars!,1
Stone of Destiny,0
Was a fun hang,1
Whiskey,0
"Yeah, pretty good. I like the name.",0
"Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",1
Cool,0
The ratio of digital to biological compute is growing fast. Worth tracking.,1
A *successful* orbital flight is probably between 1 and 12 months from now,0
X,1
Just came across this pretty good CNBC piece on SpaceX &amp; Starship,1
"That estimate seems high, but the point is valid",1
Worth reading. This is a close match for my philosophy.,1
Still time to vote!,0
X  Doges,1
So much water under the bridge since then,1
Yeah,0
Maybe Twitter can become that,1
"It sure is hard to find a news source that’s accurate, relevant &amp; not totally depressing! Old-school version of The Economist &amp; Jon Stewart Daily Show / Colbert Report were great.",0
Floki pic tomorrow,1
"The media has strong negative bias &amp; are driven by clicks (they can’t help it).Unfortunately, I generate lots of clicks.But these things move in cycles.When it starts boring readers to knock me down, they will build me up. This cycle has happened so many times …",0
Thanksgiving last year after watching one too many episodes of Vikings,1
"If our reality is actually an alien soap opera, our ratings would be ",1
Maybe free some people in jail for weed here too?,1
Good thread,1
Sigh,0
Off to the Races set to Harley Quinn,0
We live in interesting times,1
"Some people are no nonsense, but, personally, I like a little nonsense",1
Tesla + Twitter -&gt; Twizzler,1
Interaction with almost all twitter accounts seem to be much lower in recent weeks &amp; days. Accurate?,1
Saxon,1
Based,1
Friend made this for me 2 years ago,1
Try voice command “open butthole” on your Tesla,1
Great style,0
Good point. Time to move on from hybrid cars. That was a phase.,0
Heatwave in Shortville ,0
"10.13 is probably a week or so away, but yes. People outside of California will notice improvements the most.",1
"We’re working super hard on 10.13, but it isn’t ready yet",1
Wikipedia is losing its objectivity,1
"I can’t say for sure that Starship will reach escape velocity, but my hubris certainly has",1
We should thank farmers more,0
Products that bring joy are rare,1
Too early to say for sure,1
Would be unwise to risk that it is not,1
More Tesla commodity prices are trending down than up fwiw,1
Inflation might be trending down,1
Thanks for your support over the years,1
Much harder to make friends than enemies. My skill at the latter is improving.,1
Sub lightspeed is all that’s needed to be interstellar. Intergalactic is tough.,1
The media is a click-seeking machine dressed up as a truth-seeking machine,1
This is compatible with existing religions – surely God would want us to see Creation?,1
"A new philosophy of the future is needed. I believe it should be curiosity about the Universe – expand humanity to become a multiplanet, then interstellar, species to see what’s out there.",0
A new philosophy of the future is needed,1
"Moreover, I talked to Sergey yesterday and he says neither he nor anyone he knows has talked to WSJ",1
"As a “public person”, standard to win a defamation lawsuit against a news org is almost impossible. They could say I’m Satan and the “source” is their psychic!Nicole is not a public person, so could win. I hope she sues them.  has done so many fake hit pieces.",1
Seriously,1
Business Insider (Trading) is not a real publication,1
"Yeah, but that was 8000 years ago",1
That would be nice,1
 Exactly,0
"Weirdly, some publications still print millions of paper copies every day!",1
"99% of journalism is reading someone else’s story on the Internet, changing it up a little &amp; pressing send",1
Sickonolfi has zero journalistic integrity,1
Thanks Jeff ,1
Bon voyage,1
Sickonolfi’s pack of attack chihuahuas are burning up phone lines today for revenge after his bogus article ,1
Exactly,1
"Good point, will do",0
"The amount of attention on me has gone supernova, which super sucks. Unfortunately, even trivial articles about me generate a lot of clicks :(Will try my best to be heads down focused on doing useful things for civilization.",0
Mostly just that the media is a click maximizing machine and a story involving me gets a lot of clicks,1
All Teslas come with a free karaoke app,0
Das Baby would be a hit!,1
The media is a click-seeking machine dressed up as a truth-seeking machine,0
"______, ______ your  are on ",1
Sure seems that way,0
The real problem here is that  has zero journalistic integrity,1
A picture is worth 1000 tweets,1
"Yeah, that was Sergey and me yesterday afternoon!",1
"Single-piece casting reduces weight, greatly simplifies factory, increases ride quality &amp; reduces road noise",0
Good article,0
What video games have you enjoyed most over past year or two?,1
More evidence for the simulation,1
Movie idea: Boss Baby meets Das BootDas Baby – “Hijinks on the High Seas!”,0
Lmaooo absolutely ,1
Nope,0
"Call them out on it, I guess. WSJ is supposed to have a high standard for journalism and, right now, they are way sub tabloid.WSJ should be running stories that actually matter to their readers and have solid factual basis, not third-party random hearsay.",0
"WSJ has run so many bs hit pieces on me and Tesla I’ve lost count! It’s embarrassing for them, frankly.They once wrote an article saying FBI was about to arrest me, so I called FBI to ask what’s up and they said WSJ article was total bs.Just more shortseller fud.",1
Haven’t even had sex in ages (sigh),0
"Yeah, the character assassination attacks have reached a new level this year, but the articles are all nothing-burgers. I work crazy hours, so there just isn’t much time for shenanigans.None of the key people involved in these alleged wrongdoings were even interviewed!",1
"This is total bs. Sergey and I are friends and were at a party together last night!I’ve only seen Nicole twice in three years, both times with many other people around. Nothing romantic.",1
Ironic that Disney would disparage an entire class of rodents when their main character is a rodent – jealous maybe?,1
The dark origin of the lemming mass suicide myth …,0
"Self-driving electric cars will be all that matters. Gas car without autonomy will be like riding a horse &amp; using a flip phone. That still happens, but it’s niche.",1
Software is the key to the future,0
Ferdinand Piëch had 13 kids,1
Falcon rising through fog,0
Falcon over the moon,1
From SJM,0
Schadenfreude oder Schatzifreude?,0
Schatzenfreude,1
Great thread,0
Gehalt und Gestalt,1
Deep history memes rock,0
Yes,0
Should be a major improvement with respect to complex left turns,1
Maybe end of this week. Team is working hard on it.,0
 indeed,0
Odd,1
"Service turns on next month, which is same time required to deliver a user terminal, so order now at",0
Excited to work with Tesla Service to enable same-hour service as often as possible! Applying Formula 1 pit crew techniques to Teslas.,0
Major volcanic eruptions are underappreciated as civilizational risks,0
Tough times,0
Starlink now available in 36 countries!,0
Congrats to SpaceX team on record number of launches!,0
Optimus Primed,1
Yup,0
"I’m rubber, they’re glue",0
Interesting. Smart move by China. Expendable rockets have no future.,0
"Congrats on an incredible company with Airbnb, now for Book 2!",1
TRUE,1
"Tbh, it’s good motivation to work out, eat healthier &amp; maybe take my shirt off outside more than once a year haha",1
16 years ago,1
Upgrades!,1
Sounds bad,0
"Is this the real life?Is this just fantasy?Caught in a landside,No escape from reality",1
Haha true,1
Yes,0
Earth is basically empty of humans,1
Exactly,1
One of the best features of Model X,0
Teslas are the most made-in-USA vehicles,1
Total scam,0
My calves are bigger tho,0
"To think that Fremont was just a derelict building &amp; Giga Nevada was just rocks &amp; bushes when started!California used to have a dozen car factories. NUMMI was last to close. Now, Tesla Fremont is the biggest car factory in North America!",1
Congrats to Tesla Fremont + Giga Nevada for making their 2 millionth car!,1
Please vote your shares with Tesla!,1
Yeah,1
It’s a start. About 1000 times more mass to orbit per year will be needed to make life multiplanetary.,1
Already did it,1
"Haha damn, maybe I should take off my shirt more often … free the nip!! (already back in the factory btw)",1
Still needs a few tweaks,1
A classic ,1
"I remember the 70’s, which means I’m definitely not spring chicken",0
"Arguably, we know more than nothing. “Death &amp; taxes are a certainty” – BF.",0
Also worth getting a particle counter,1
"It’s on the future product list. Especially important in places like Austin, which has next-level amounts of pollen in the air.",1
Things will get wild when Andromeda collides with our galaxy!,0
They should keep running,0
True. I have a CO2 monitor on my desk. It beeps whenever ppm&gt;1000.,0
About twice as much useful mass to orbit as rest of Earth combined,0
Absolutely,0
"More accurate word is “propellant”, rather than “fuel”. Starship is ~78% liquid oxygen, ~22% fuel.Propellant cost is of primary importance for a fully reusable rocket, so reusable rockets want high thrust, as thrust below T/W of 1 is irrelevant.",1
I use this example a lot,1
"Starlink bandwidth varies a lot, depending on user terminal density &amp; time of day. That’s why the long wait in some areas.Throughput is roughly linear with total V1 satellites in operation. V2 satellites are at least 5 times better (conservative estimate) than V1.",1
Starlink is a gamechanger for remote locations,1
Global _______,1
Cumulative tonnage to orbit this year is the right metric,1
Write to the  That would be great.,0
Charlie Ergen is trying steal the 12GHz band meant for space Internet. Not cool.,1
Progress,1
We’re making progress with Steam integration. Demo probably next month.,1
It’s a flat trade,0
Autonomous rocket landing on autonomous ship,1
"Actually true. Then I suggested to the team that it didn’t need to be quite so pointy, since that’s just based on a movie joke, but everyone likes it pointy, so we kept it that way.",1
 bagels,1
"If inflation calms down, we can lower prices for cars",1
"Tesla is to protect life on Earth,SpaceX to extend life beyond.",0
20 to 30 years from first human landing if launch rate growth is exponential.Assumes transferring ~100k each rendezvous and ~1M total people needed.,1
"Mars may be a fixer upper of a planet, but it has great potential!",1
"Mars is, admittedly, a fixer upper of a planet",1
The scale is  &amp; anyone can visit!,1
I wonder if there is a species in the Magellanic Clouds wondering who lives in the big galaxy they orbit,0
"Some small tubes &amp; wiring need to be nested in a bigger tube for thermal protection, kinda like conduit in a house. Engines themselves &amp; booster base are extremely robust. High strength stainless steel is bulletproof to a handgun at ~2.5mm thickness. Booster dome is 4mm.",1
Electric power for booster &amp; ship is needed even when engines aren’t running &amp; incremental power draw of TVC isn’t too bad. We have local supercaps on each engine to deal with power spikes.,1
"Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.Booster is purging all 33 engine shrouds in flight to prevent this.",0
"All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",1
Dragon launching in 2 mins,1
"Most importantly, we need to delete or thermally protect remaining secondary structure, so we can remove shrouds",1
"10.13 goes to internal beta tomorrow, external next week. Should handle Chuck’s complex left turn.Beta v11 hopefully end of next month, which just amounts to incorporating highway. Importance of “v11” has been reduced by all the 10.x releases. We’re already mostly at v11.",0
 = bs,0
Thanks for everything you have done for Tesla! It has been an honor working with you.,0
Wow,1
Absolutely. And lithium batteries are the new oil.,1
"If testing goes well, as soon as next month",0
Cool,1
Gives whole new meaning to Go Pros!,1
Imagine if MSNBC did that,1
A+ for cinematography,1
Ancient times,1
"Was just up in the booster propulsion section. Damage appears to be minor, but we need to inspect all the engines. Best to do this in the high bay.",1
Starship launch site tonight,1
Join our underground movement!,1
Excited about  potential!,1
Lmaooo,1
Oh the irony lol,1
No problem to recycle the 4680 pack. Just think of any battery pack as super high grade ore – it is always better to start with high grade ore than low grade!,1
But Fifth Element was great,0
Base of the vehicle seems ok by flashlight. I was just out there about an hour ago. We shut down the pad for the night for safety. Will know more in the morning.,0
"Cool, congrats! Now the simulators will have to spend more money on rendering.",1
"Rereading The Life of Greece by Durant. In recent months, read American Caesar, Masters of Doom, Not Much of an Engineer, Wages of Destruction and Storm of Steel. Not much book fiction lately. Video games seem to have better stories these days.",0
I do recommend a lot of books,1
And too many little red or green LED indicators,0
YouTube keeps playing me the same annoying scam ads every time I use it. The algorithm is convinced that I can “make money through Audible” …,1
"That is one of the things we will be doing going forward.This particular issue, however, was specific to the engine spin start test (Raptor has a complex start sequence). Going forward, we won’t do a spin start test with all 33 engines at once.",1
"Trump would be 82 at end of term, which is too old to be chief executive of anything, let alone the United States of America.If DeSantis runs against Biden in 2024, then DeSantis will easily win – he doesn’t even need to campaign.",1
"Yeah, but too much drama. Do we really want a bull in a china shop situation every single day!?Also, I think the legal maximum age for start of Presidential term should be 69.",1
"I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",1
Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.Ability to adjust activation temperature coming with next software release.,1
Not true,0
"Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.That said, we have a lot of sensors to detect this. More later.",1
"Yeah, actually not good. Team is assessing damage.",0
 + ⌨ v1.05,1
Mimic + Dark Moon + Stars of Ruin,1
Absolutely,1
Problematic,1
"Good chance you’re experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",0
Children are essential to the future,1
"For improved quality of sleep, raise head of your bed by about 3” or 5cm and don’t eat 3 hours before bedtime",1
These polar launches will enable complete coverage of Earth (where approved by local government),1
Chuckmate,1
Hello???,1
"Future wars are all about the drones. Human crews of planes or tanks have no chance.One exception: a purely analog, human-controlled vehicle is far more resilient to EMF weapons.",1
Whoever controls the teleprompter is the real President!,1
"We know so little today. I want to know the meaning of life or whatever the right question is to ask, as Douglas Adams would put it. Wait … are you guys related?",1
But sponges &amp; starfish obv can,1
"Consciousness can understand the nature of the Universe. Clams, not so much.",1
Interesting. Who is behind the bot attack?,1
"Kids are worth it if at all possible. I’m planning to increase childcare benefits at my companies significantly.Hopefully, other companies do same.Also, Musk Foundation plans to donate directly to families.Hopefully, details to be announced next month.",1
"Agreed, this needs to be addressed",0
The world has gone mad,0
Terrible news,1
Great!,0
That is indeed the real question,1
I had same great experience from Tokyo to Osaka,0
China &amp; Japan have awesome trains. Took bullet train from Beijing to Xi’an to see Terracotta Army of .,1
Super fired up for future product development with our awesome Tesla team! Such an honor to work with them.,0
"Also, being ruggedized for relentless salt spray &amp; extreme winds &amp; storms in deep ocean is not easy",1
"No, it’s dual, high performance terminals, which are important for maintaining the connection in choppy seas &amp; heavy storms.Still obv premium pricing, but way cheaper &amp; faster than alternatives.SpaceX was paying $150k/month for a much worse connection to our ships!",1
"A flying, electric boat would be sickkk",0
Starlink for boats!,0
Not bad! It is high time that the future looked like the future.Same goes for fashion.,1
"Pretty much. A van would have more roof height, so you could stand or sit under it for shade.",1
"Maybe with an optional solar power canopy that extends both sides of the van, tripling roof area",0
Exactly,1
Maybe Tesla should make a highly configurable Robovan for people &amp; cargo?,1
"Far too many people are under the illusion that Earth is overpopulated, even though birth rate trends are so obviously headed to population collapse",0
I hope you have big families and congrats to those who already do!,1
Population of Mars is still zero people!,1
"Mark my words, they are sadly true",1
Doing my best to help the underpopulation crisis. A collapsing birth rate is the biggest danger civilization faces by far.,1
"“Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",1
"Highly recommend Revolutions by Mike Duncan, especially Season 10",1
"The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",1
Troubling …,0
Supporting Doge wherever possible,1
"Moon brought us together in ‘69,Mars can do that in the future",1
"Without a common goal, humanity will fight itself",1
Exactly,1
Can you say more about this: “… pressures that the government may have placed on Twitter …”,1
Humanity will reach Mars in your lifetime,0
Flatulence Earther,1
Maybe later this year,1
Zip around Vegas super fast with Teslas in tunnels!,0
"Structural pack is the right overall architecture from a physics standpoint, but it is still far from optimized",1
I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,1
"Sock Con, the conference for socks",0
Always something new for the magazine cover and the articles practically write themselves,1
A veritable “sock aficionado”,0
This guy gets it,0
Sock tech is so advanced that you can get pretty much anything in sock form these days!,0
I must confess to a penchant for creative socks,1
It’s time,1
"His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",1
"While bleak posts maybe generate more clicks, more happier moments in history would be nice",1
There is so much actual matrix math in AI! The compute power is still overwhelmingly dot products!,0
"Yeah, they’re going way too far in squashing dissenting opinions",1
"I’m pro-nuclear, but chart is overly weighted towards it and significantly overstates the mining required for solar. Take it with a big grain of salt.",1
The 3am oil is being burned to get this out.,0
I knew it!,1
Good,1
Elvis is just Elvish without an h,1
Happy July 4th!,0
Great work!,1
My suit is tragic,1
Talulah designed that dress herself and much of my 40th birthday party. She is a party genius. ,1
Honored to meet  yesterday,1
"Venice, a site of Great Remembrance",1
Feeling … perhaps … a little bored?,1
Wise words from SJM,1
"Their attempt to bait and switch satellite spectrum for cellular spectrum is super shady and unethical. If they are successful, it would hurt the least served and completely unserved of the world. Very messed up.",0
Hardly anyone knows this,0
Probably only a few months,1
Twitter me &amp; real-life me are quite different haha!,1
The vote of confidence is much appreciated,0
Artificial Insemination?,1
AI gets better every day,1
Some great suggestions in the comments!,0
But sometimes they’re out of stock,1
That was the largest wheel of cheese in the Beverly Hills Cheese Shop!,1
"I love many cheeses, so hard to say that a particular one is best, but maybe Stilton",0
The sheer variety of cheese is amazing,1
What … is your favorite cheese?,0
cgi irl,1
Trending to emptiness,0
Could be a contributor,1
Super talented team at SpaceX,1
Interesting,0
Maybe we’re in a computer,1
I am,1
I will keep supporting Dogecoin,1
 shadow crew ,1
I feel swindled every time I drink one,1
Gwynne is the best,1
He did teach me a lot of engineering &amp; physics while growing up (in an environment that was austere &amp; often bleak),1
I love all my kids so much,1
"Eventually, everything runs out of time.",1
Happy Father’s Day,0
"If you can’t smell your wifi, how do you know it’s real?",1
Congrats to SpaceX Falcon team for executing 3 flawless launches in 2 days!,1
Good question,1
To answer the question: Why Twitter?,1
This will encourage people to change it haha,1
I’m pretty sure that unique,0
We’re changing Starlink’s default wifi name to Stinky,1
"This is where the writers are,Of past,Present,And Future.",1
"The only thing keeping the other orbital rocket programs alive is government protection or they’d be deader than a doornail and everyone knows it. But oh well … comme ci, comme ça.",1
The super weird thing is that Falcon 9 is still the only orbital booster to land or refly after all these years!,1
Feels like déjà vu all over again haha,1
"Yes, about 20% more thrust &amp; 20% less mass, but focus has been heavily on production rate &amp; reliability.Mass, thrust &amp; Isp will all improve, as will production rate, reliability &amp; cost.This is the only way to make life multi-planetary and extend consciousness into the void.",1
More currency-like,0
"Tesla and SpaceX merch, maybe more down the road",1
Rock on!,0
But we should have humans too!,1
Congratulations to Giga Berlin team on making over 1000 cars in a week!,1
"For a couple of months, but, yeah, that looks like the place. Does Mark still live there?",1
I’m a dirty rocket,1
"It may as be a documentary, since it’s coming true",1
"Watch the opening scene of Idiocracy. When I ask my friends why they’re not yet having kids (very few are), it sounds exactly like the movie.",0
"My son (SJM) wanted to know why we couldn’t have 20,000 cats. Perhaps this will make him reconsider.",1
Or perhaps social media in general,1
Hmm …,1
Is TikTok destroying civilization? Some people think so.,1
Interesting,1
Lame,0
Yeah,0
So much free advertising! ,1
Hyundai is doing pretty well,1
Exactly,1
And rocket landings are now triple digits,1
"Our best landing video to date, thanks to Starlink!",0
Yup,1
Yeah,1
Ok,1
Good thread,1
That’s why Dragon has shields,1
"There will probably be several launch countdowns before we pass all the abort triggers, but hopefully first countdown is next month",0
"Yes, but it is achievable",1
Accurate,0
Exactly,1
Wow,1
Haha,0
Interesting,1
TRUE,1
SpaceX team is making great progress at the Cape &amp; Starbase!,0
Exactly,1
True (sigh),0
"Also, In Sink band should let in a tiny sink",1
So it goes,0
Good thread,1
"Awe no, I’m busted!",0
The Austin airport needs to be upgraded as fast as possible,0
Have kids!,1
Haha ,1
"It’s a bigger risk than AI, so I’d put it at . If these trends continue, humanity will cease to exist.",1
Yup,1
Better,1
Civilization sterilized,1
"Amazing flying scenes were to be expected, but the writing is good too",1
I love Fred Astaire,1
Ok then I’m second,1
I’m the absolute best at humility!,0
"At this point, I should just wear a monocle and a top hat haha",1
In Sink was ,1
"I’m dressing as a sink on Halloween, as they will have no choice but to let me in",1
Correct,1
Original Top Gun is a great movie. Just rewatched. Looking forward to seeing the sequel.,1
"So far, the entire history of human civilization is just a flash in the pan, but there is potential to last much longer",0
"Yeah, it’s crazy. Model 3 has the most US content of any car made today.",1
"Buyers of competing electric cars receive a $7500 tax credit, but Tesla does not",0
Yes,1
What gave it away? Haha,0
"I supported Yang last time, but DeSantis has a better chance of winning",1
I’m thinking of creating a “Super Moderate Super PAC” that supports candidates with centrist views from all parties,1
DeSantis,1
tbd,1
I voted for Mayra Flores – first time I ever voted Republican. Massive red wave in 2022.,1
TRUE,1
You can see the whole engine moving to steer,1
fr no cap!,1
Starship SN24 in the High Bay,0
I’m driving an alpha version of FSD on highway and it’s not quite ready. Probably ready for wide release this summer.,1
Cryptonight,0
Yup,1
Probably later this year,0
You obviously haven’t tried Tesla FSD,1
"If they cut their opex &amp; cogs dramatically, then they have a chance, but that hasn’t happened yet",1
Yeah,1
Exactly,1
"This is highly unusual btw. Statistically, the richer someone is, the fewer kids they have.",1
Reusability matters far more than size,0
We will have a second Starship stack ready to fly in August and then monthly thereafter,1
Starship will be ready to fly next month. I was in the high bay &amp; mega bay late last night reviewing progress.,1
The Tesla tech tree is insane,0
"Don’t build moats, build tech trees",0
"I’m told that no ocelot has been seen in the Boca Chica area for ~40 years. We have many motion-activated cameras around Starbase – thousands of clips of coyotes, dogs &amp; cats, but no ocelots.",1
"For the first time ever, there is a rocket capable of establishing permanent bases on the moon and Mars",1
Exactly,1
Yeah ,1
"I mean, I’m doing my part haha",1
2 weeks,0
Past two years have been a demographic disaster,0
"In that case, you will really love 10.13",1
A platform cannot be considered inclusive or fair if it is biased against half the country,0
Why?,1
Good progress,1
Nice!,1
We’re working on accelerating RHD Model Y production. Didn’t expect demand to be so high!,1
Yup,0
It is,1
Words are beautiful,0
Exactly,0
Yeah,1
True experts even read wiki citations,0
TRUE,0
Merlin is so simple compared to Raptor!,1
When Starlink comes along,1
Yes,1
"Weird, I wonder why this is happening",0
You’re pretty great,1
James,0
"My son, Saxon, suggested having a party for the whole world, a world party day!",0
Wen humor?,1
"Indeed, the rivalry is strong",0
Let’s try haha,1
Make Austin weirder!,0
Even if you’re being crucified?,1
Maybe a bug,1
!!,1
I think it’s kinda funny ,1
It is a better world if we are all less judgy,1
Humor is one of the great joys of life!,1
Congratulations on your new book!,0
We are simultaneously being told that gender differences do not exist and that genders are so profoundly different that irreversible surgery is the only option.Perhaps someone wiser than me can explain this dichotomy.,1
Good,0
Cool,1
250 tons of force is achievable,1
"Lister was ridiculed by the establishment, but he was right. We should question accepted wisdom and bow to the weight of evidence.",0
Mars colonial transporter,1
"33 Raptor rocket engines, each producing 230 metric tons of force",1
web69 is ,0
TRUE,0
"The Bay Area is already saturated with user terminals, which is why wait time for a terminal is long. Rush hour speeds will improve as more satellites reach operational orbits, with a giant improvement with V2 sats. Note, speeds outside of rush hour times should be very high.",1
Best outcome would be to route packets from Starlink user terminal to ground station on roof of server center. Then it doesn’t even touch the regular Internet.,0
"Probability of injury, according to US government",0
Exactly,0
